"","Tree_ID","PLOTID","DBH24","SP","Status","H24","Wood_Density","a","b","c","Carbon_Above","Carbon_Below","Carbon_Total"
"165","P81.B34.1",81,5.1,"Ulm_spe","New Trees",5.2,0.508,1.94295,1.29229,-4.20064,0.714009898172161,0.214202969451648,0.92821286762381
"166","P81.B37.0",81,28.9,"Ulm_spe","New Trees",17.4,0.508,1.94295,1.29229,-4.20064,98.9116961824211,29.6735088547263,128.585205037147
"167","P81.B147.1",81,6.7,"Til_spe","New Trees",5.3,0.422,1.94295,1.29229,-4.20064,1.03298029694242,0.309894089082725,1.34287438602514
"168","P81.B164.0",81,5.2,"Til_spe","New Trees",3.5,0.422,1.94295,1.29229,-4.20064,0.369273315730669,0.110781994719201,0.480055310449869
"169","P81.B165.0",81,7,"Til_spe","New Trees",9.9,0.422,1.94295,1.29229,-4.20064,2.52190184225365,0.756570552676094,3.27847239492974
"170","P81.B166.0",81,6.4,"Car_bet","New Trees",9.7,0.706,0.00021491,2.258957614,0.001411006,56.3331620812195,16.8999486243658,73.2331107055853
"171","P81.B167.0",81,6.5,"Car_bet","New Trees",9.4,0.706,0.00021491,2.258957614,0.001411006,52.4740552950816,15.7422165885245,68.2162718836061
"172","P81.B168.0",81,5.2,"Ace_pse","New Trees",7.4,0.51,1.89756,0.97716,-2.94253,2.04070986635984,0.612212959907951,2.65292282626779
"173","P81.B169.0",81,5.9,"Ulm_spe","New Trees",6.9,0.508,1.94295,1.29229,-4.20064,1.3658720095758,0.409761602872739,1.77563361244854
"174","P81.B169.1",81,5.8,"Til_spe","New Trees",5.1,0.422,1.94295,1.29229,-4.20064,0.742649374153413,0.222794812246024,0.965444186399437
"175","P81.B171.0",81,8,"Ulm_spe","New Trees",10,0.508,1.94295,1.29229,-4.20064,3.98653414288429,1.19596024286529,5.18249438574958
"176","P81.B172.0",81,5.4,"Ulm_spe","New Trees",6.2,0.508,1.94295,1.29229,-4.20064,1.00150036019805,0.300450108059415,1.30195046825747
"177","P81.B173.0",81,6.3,"Ulm_spe","New Trees",8,0.508,1.94295,1.29229,-4.20064,1.87836366040014,0.563509098120041,2.44187275852018
"178","P81.B174.0",81,6.5,"Ulm_spe","New Trees",7.1,0.508,1.94295,1.29229,-4.20064,1.71068266886565,0.513204800659695,2.22388746952535
"179","P81.B175.0",81,8.6,"Ulm_spe","New Trees",9.8,0.508,1.94295,1.29229,-4.20064,4.46973843086007,1.34092152925802,5.8106599601181
"180","P81.B175.1",81,6.4,"Ulm_spe","New Trees",8.3,0.508,1.94295,1.29229,-4.20064,2.03109204969727,0.60932761490918,2.64041966460645
"181","P81.B177.0",81,6.8,"Til_spe","New Trees",7.8,0.422,1.94295,1.29229,-4.20064,1.75171586163987,0.52551475849196,2.27723062013183
"182","P81.B178.0",81,6.5,"Til_spe","New Trees",7.2,0.422,1.94295,1.29229,-4.20064,1.44699741255711,0.434099223767134,1.88109663632425
"183","P81.B179.0",81,7.1,"Til_spe","New Trees",6.5,0.422,1.94295,1.29229,-4.20064,1.50510828627931,0.451532485883793,1.9566407721631
"184","P81.B180.0",81,5.7,"Til_spe","New Trees",9.5,0.422,1.94295,1.29229,-4.20064,1.60407631076634,0.481222893229901,2.08529920399624
"185","P81.B181.0",81,6.5,"Car_bet","New Trees",7.5,0.706,0.00021491,2.258957614,0.001411006,31.507675063559,9.45230251906769,40.9599775826266
"186","P81.B182.0",81,7.2,"Til_spe","New Trees",6.3,0.422,1.94295,1.29229,-4.20064,1.48535242306646,0.445605726919938,1.9309581499864
"187","P81.B183.0",81,5.6,"Til_spe","New Trees",5.2,0.422,1.94295,1.29229,-4.20064,0.711330490072664,0.213399147021799,0.924729637094463
"188","P81.B184.0",81,6.5,"Ulm_spe","New Trees",7.7,0.508,1.94295,1.29229,-4.20064,1.8997650919466,0.569929527583981,2.46969461953059
"189","P81.B185.0",81,5.5,"Til_spe","New Trees",7.5,0.422,1.94295,1.29229,-4.20064,1.10259531818688,0.330778595456063,1.43337391364294
"190","P81.B186.0",81,5.8,"Car_bet","New Trees",6.9,0.706,0.00021491,2.258957614,0.001411006,26.0978036859239,7.82934110577718,33.9271447917011
"191","P81.B187.0",81,5.5,"Ulm_spe","New Trees",7.3,0.508,1.94295,1.29229,-4.20064,1.28173423435107,0.384520270305321,1.66625450465639
"192","P81.B188.0",81,7.3,"Til_spe","New Trees",6.9,0.422,1.94295,1.29229,-4.20064,1.71603040685808,0.514809122057423,2.2308395289155
"193","P82.B1.0",82,8.1,"Til_spe","Alive",9.100000381,0.422,1.94295,1.29229,-4.20064,3.00328210416832,0.900984631250497,3.90426673541882
"194","P82.B2.0",82,9.9,"Til_spe","Alive",9.399999619,0.422,1.94295,1.29229,-4.20064,4.62517648491779,1.38755294547534,6.01272943039313
"195","P82.B3.0",82,7.5,"Ace_pse","Alive",6.699999809,0.51,1.89756,0.97716,-2.94253,3.71049614972001,1.113148844916,4.82364499463602
"196","P82.B4.0",82,9.1,"Til_spe","Alive",6.800000191,0.422,1.94295,1.29229,-4.20064,2.5840919801623,0.775227594048691,3.359319574211
"197","P82.B5.0",82,10.7,"Til_spe","Alive",8.800000191,0.422,1.94295,1.29229,-4.20064,4.93949183483425,1.48184755045028,6.42133938528453
"198","P82.B6.0",82,13.9,"Ace_pse","Alive",8.399999619,0.51,1.89756,0.97716,-2.94253,14.9228366293379,4.47685098880136,19.3996876181392
"199","P82.B7.0",82,8.2,"Ace_pse","Alive",10.80000019,0.51,1.89756,0.97716,-2.94253,7.00778017803496,2.10233405341049,9.11011423144545
"200","P82.B8.0",82,39.7,"Que_rob","Alive",31.39999962,0.56,2.00333,0.85925,-2.86353,463.246758064077,138.974027419223,602.220785483301
"201","P82.B9.0",82,10.5,"Til_spe","Alive",7.900000095,0.422,1.94295,1.29229,-4.20064,4.1419972442776,1.24259917328328,5.38459641756088
"202","P82.B10.0",82,10.2,"Ace_pse","Alive",12.69999981,0.51,1.89756,0.97716,-2.94253,12.4226906842629,3.72680720527887,16.1494978895418
"203","P82.B11.0",82,41.1,"Que_rob","Alive",30,0.56,2.00333,0.85925,-2.86353,477.46856281234,143.240568843702,620.709131656042
"204","P82.B12.0",82,34,"Que_rob","Alive",24.5,0.56,2.00333,0.85925,-2.86353,274.390596652036,82.3171789956109,356.707775647647
"205","P82.B13.0",82,31.6,"Que_rob","Alive",25.10000038,0.56,2.00333,0.85925,-2.86353,241.940392702096,72.5821178106288,314.522510512725
"206","P82.B14.0",82,32.3,"Que_rob","Alive",24.29999924,0.56,2.00333,0.85925,-2.86353,245.857507908128,73.7572523724385,319.614760280567
"207","P82.B15.0",82,24.5,"Ace_pla","Alive",21.60000038,0.525,1.89756,0.97716,-2.94253,113.327014938383,33.9981044815149,147.325119419898
"208","P82.B16.0",82,30.7,"Que_rob","Alive",25.79999924,0.56,2.00333,0.85925,-2.86353,233.7942093448,70.1382628034399,303.93247214824
"209","P82.B17.0",82,40.1,"Que_rob","Alive",28.10000038,0.56,2.00333,0.85925,-2.86353,429.634089761203,128.890226928361,558.524316689563
"210","P82.B18.0",82,54.9,"Fra_exc","Alive",34.40000153,0.56,1.95277,0.77206,-2.48079,843.708627983099,253.11258839493,1096.82121637803
"211","P82.B19.0",82,6.1,"Ace_pse","Alive",5.900000095,0.51,1.89756,0.97716,-2.94253,2.21411274807864,0.664233824423592,2.87834657250223
"212","P82.B20.0",82,49.2,"Car_bet","Alive",30.10000038,0.706,0.00021491,2.258957614,0.001411006,727.60894036452,218.282682109356,945.891622473877
"213","P82.B21.0",82,27.2,"Car_bet","Alive",19.89999962,0.706,0.00021491,2.258957614,0.001411006,285.678582317451,85.7035746952352,371.382157012686
"214","P82.B22.0",82,34.7,"Car_bet","Alive",29.29999924,0.706,0.00021491,2.258957614,0.001411006,684.601959081915,205.380587724575,889.98254680649
"215","P82.B23.0",82,18.1,"Car_bet","Alive",18.70000076,0.706,0.00021491,2.258957614,0.001411006,248.211534545938,74.4634603637816,322.67499490972
"216","P82.B24.0",82,36.6,"Car_bet","Alive",23.60000038,0.706,0.00021491,2.258957614,0.001411006,419.953685614117,125.986105684235,545.939791298352
"217","P82.B25.0",82,18,"Car_bet","Alive",8.399999619,0.706,0.00021491,2.258957614,0.001411006,40.7092225008629,12.2127667502589,52.9219892511217
"218","P82.B26.0",82,25.8,"Car_bet","Alive",10.89999962,0.706,0.00021491,2.258957614,0.001411006,73.3366680636056,22.0010004190817,95.3376684826873
"219","P82.B27.0",82,27.6,"Car_bet","Alive",9.399999619,0.706,0.00021491,2.258957614,0.001411006,52.4903600065346,15.7471080019604,68.2374680084949
"220","P82.B28.0",82,46.5,"Que_rob","Alive",30.29999924,0.56,2.00333,0.85925,-2.86353,616.678348219337,185.003504465801,801.681852685139
"221","P82.B29.0",82,5.3,"Ace_pse","Alive",6.800000191,0.51,1.89756,0.97716,-2.94253,1.94802637380489,0.584407912141466,2.53243428594635
"222","P82.B30.0",82,7.1,"Ulm_spe","Alive",5,0.508,1.94295,1.29229,-4.20064,1.29083625088025,0.387250875264075,1.67808712614432
"223","P82.B31.0",82,29.7,"Que_rob","Alive",24.79999924,0.56,2.00333,0.85925,-2.86353,211.480525113295,63.4441575339886,274.924682647284
"224","P82.B32.0",82,6.2,"Ace_pse","Alive",4.5,0.51,1.89756,0.97716,-2.94253,1.75245714522175,0.525737143566524,2.27819428878827
"225","P82.B33.0",82,5.3,"Ace_pse","Alive",5.099999905,0.51,1.89756,0.97716,-2.94253,1.47065118320784,0.441195354962351,1.91184653817019
"226","P82.B34.0",82,12.6,"Ace_pse","Dead",3.299999952,0.51,1.89756,0.97716,-2.94253,4.97088480694998,1.49126544208499,6.46215024903497
"227","P82.B35.0",82,45.7,"Que_rob","Alive",29.70000076,0.56,2.00333,0.85925,-2.86353,585.459040825957,175.637712247787,761.096753073743
"228","P82.B36.0",82,28.8,"Car_bet","Alive",22.39999962,0.706,0.00021491,2.258957614,0.001411006,373.23470048844,111.970410146532,485.205110634973
"229","P82.B37.0",82,25.5,"Car_bet","Alive",14.89999962,0.706,0.00021491,2.258957614,0.001411006,148.592079071091,44.5776237213273,193.169702792418
"230","P82.B38.0",82,28.9,"Car_bet","Alive",21.10000038,0.706,0.00021491,2.258957614,0.001411006,326.082330189166,97.8246990567497,423.907029245916
"231","P82.B39.0",82,13,"Ulm_spe","Alive",8.800000191,0.508,1.94295,1.29229,-4.20064,8.68017655239903,2.60405296571971,11.2842295181187
"232","P82.B40.0",82,10.8,"Ulm_spe","Alive",5,0.508,1.94295,1.29229,-4.20064,2.9161471198174,0.874844135945219,3.79099125576261
"233","P82.B41.0",82,10.7,"Ulm_spe","Alive",2.700000048,0.508,1.94295,1.29229,-4.20064,1.29162099980277,0.387486299940831,1.6791072997436
"234","P82.B42.0",82,22,"Car_bet","Alive",6.900000095,0.706,0.00021491,2.258957614,0.001411006,26.1052829732311,7.83158489196932,33.9368678652004
"235","P82.B43.0",82,6.9,"Til_spe","Alive",3.900000095,0.422,1.94295,1.29229,-4.20064,0.735807604600162,0.220742281380049,0.956549885980211
"236","P82.B44.1",82,13.7,"Til_spe","Alive",7.300000191,0.422,1.94295,1.29229,-4.20064,6.27119457840439,1.88135837352132,8.15255295192571
"237","P82.B44.2",82,9.4,"Til_spe","Alive",5.599999905,0.422,1.94295,1.29229,-4.20064,2.1414611281732,0.642438338451959,2.78389946662516
"238","P82.B46.0",82,21.4,"Car_bet","Alive",13.60000038,0.706,0.00021491,2.258957614,0.001411006,120.897590542535,36.2692771627606,157.166867705296
"239","P82.B47.0",82,16,"Til_spe","Alive",9.300000191,0.422,1.94295,1.29229,-4.20064,11.593145802434,3.4779437407302,15.0710895431642
"240","P82.B48.0",82,9.6,"Car_bet","Alive",7.599999905,0.706,0.00021491,2.258957614,0.001411006,32.4673624693622,9.74020874080867,42.2075712101709
"241","P82.B49.0",82,47.6,"Que_rob","Alive",33.70000076,0.56,2.00333,0.85925,-2.86353,708.087527288663,212.426258186599,920.513785475262
"242","P82.B50.0",82,8.8,"Til_spe","Alive",7.400000095,0.422,1.94295,1.29229,-4.20064,2.70070787370673,0.810212362112018,3.51092023581875
"243","P82.B51.0",82,7.3,"Til_spe","Alive",6.5,0.422,1.94295,1.29229,-4.20064,1.58857780025423,0.47657334007627,2.0651511403305
"244","P82.B52.0",82,19.7,"Til_spe","Alive",10.39999962,0.422,1.94295,1.29229,-4.20064,20.0669183735899,6.02007551207696,26.0869938856668
"245","P82.B53.1",82,10.9,"Ace_pse","Dead",9.899999619,0.51,1.89756,0.97716,-2.94253,11.0463140974951,3.31389422924852,14.3602083267436
"246","P82.B53.2",82,10.3,"Ace_pse","Alive",4.900000095,0.51,1.89756,0.97716,-2.94253,4.98993520284895,1.49698056085469,6.48691576370364
"247","P82.B54.0",82,8.1,"Ace_pse","Dead",10.5,0.51,1.89756,0.97716,-2.94253,6.66060470932559,1.99818141279768,8.65878612212327
"248","P82.B55.0",82,10.9,"Ace_pse","Alive",8.5,0.51,1.89756,0.97716,-2.94253,9.51729465117586,2.85518839535276,12.3724830465286
"249","P82.B56.0",82,8,"Til_spe","Alive",7.099999905,0.422,1.94295,1.29229,-4.20064,2.12729084278456,0.638187252835368,2.76547809561993
"250","P82.B57.0",82,12.6,"Til_spe","Alive",8.300000191,0.422,1.94295,1.29229,-4.20064,6.29181476134428,1.88754442840328,8.17935918974756
"251","P82.B58.0",82,12.6,"Ace_pse","Alive",13.60000038,0.51,1.89756,0.97716,-2.94253,19.8340550982564,5.95021652947692,25.7842716277333
"252","P82.B59.0",82,8.9,"Til_spe","Alive",7.5,0.422,1.94295,1.29229,-4.20064,2.80896139114623,0.84268841734387,3.6516498084901
"253","P82.B60.0",82,7.6,"Ace_pse","Alive",6.599999905,0.51,1.89756,0.97716,-2.94253,3.74943369823073,1.12483010946922,4.87426380769995
"254","P82.B61.0",82,11,"Til_spe","Alive",8.899999619,0.422,1.94295,1.29229,-4.20064,5.2887938814778,1.58663816444334,6.87543204592115
"255","P82.B62.0",82,10,"Til_spe","Alive",7.699999809,0.422,1.94295,1.29229,-4.20064,3.64458951765462,1.09337685529639,4.73796637295101
"256","P82.B63.0",82,6.4,"Til_spe","Alive",5.099999905,0.422,1.94295,1.29229,-4.20064,0.899184411617786,0.269755323485336,1.16893973510312
"257","P82.B64.0",82,6.2,"Ace_pse","Alive",8.199999809,0.51,1.89756,0.97716,-2.94253,3.14989879738952,0.944969639216856,4.09486843660638
"258","P82.B65.0",82,13.8,"Til_spe","Alive",9.100000381,0.422,1.94295,1.29229,-4.20064,8.45635549186466,2.5369066475594,10.9932621394241
"259","P82.B66.0",82,7.7,"Til_spe","Alive",6,0.422,1.94295,1.29229,-4.20064,1.58891172661817,0.476673517985452,2.06558524460362
"260","P82.B67.0",82,5.4,"Til_spe","Alive",5.400000095,0.422,1.94295,1.29229,-4.20064,0.695929319713069,0.208778795913921,0.90470811562699
"261","P82.B68.0",82,34.1,"Car_bet","Alive",27.60000038,0.706,0.00021491,2.258957614,0.001411006,598.13237616512,179.439712849536,777.572089014656
"262","P82.B69.0",82,34.3,"Car_bet","Alive",24.60000038,0.706,0.00021491,2.258957614,0.001411006,461.220675048283,138.366202514485,599.586877562768
"263","P82.B70.0",82,47.6,"Car_bet","Alive",32.59999847,0.706,0.00021491,2.258957614,0.001411006,871.305105605699,261.39153168171,1132.69663728741
"264","P82.B71.0",82,8.4,"Ace_pla","Alive",8.199999809,0.525,1.89756,0.97716,-2.94253,5.76966178398813,1.73089853519644,7.50056031918457
"265","P82.B72.0",82,5.2,"Ace_pse","Alive",5.699999809,0.51,1.89756,0.97716,-2.94253,1.58129703529358,0.474389110588074,2.05568614588165
"266","P82.B73.0",82,51.5,"Fra_exc","Dead",35.40000153,0.56,1.95277,0.77206,-2.48079,761.345443311957,228.403632993587,989.749076305544
"267","P82.B74.0",82,37.5,"Fra_exc","Alive",25.79999924,0.56,1.95277,0.77206,-2.48079,320.973084804022,96.2919254412065,417.265010245228
"268","P82.B75.0",82,42.7,"Car_bet","Alive",33.79999924,0.706,0.00021491,2.258957614,0.001411006,945.41773638256,283.625320914768,1229.04305729733
"269","P82.B76.0",82,19.9,"Car_bet","Alive",17.39999962,0.706,0.00021491,2.258957614,0.001411006,210.932080434742,63.2796241304227,274.211704565165
"270","P82.B77.0",82,33,"Car_bet","Alive",23.5,0.706,0.00021491,2.258957614,0.001411006,415.935397375505,124.780619212652,540.716016588157
"271","P82.B78.0",82,31,"Car_bet","Alive",21.89999962,0.706,0.00021491,2.258957614,0.001411006,354.684558899526,106.405367669858,461.089926569383
"272","P82.B79.0",82,20.1,"Car_bet","Alive",13.39999962,0.706,0.00021491,2.258957614,0.001411006,116.916918166803,35.0750754500408,151.991993616843
"273","P82.B80.0",82,11.9,"Ace_pla","Alive",11,0.525,1.89756,0.97716,-2.94253,14.8886317303898,4.46658951911694,19.3552212495068
"274","P82.B81.0",82,58,"Fra_exc","Dead",32,0.56,1.95277,0.77206,-2.48079,888.23493930548,266.470481791644,1154.70542109712
"275","P82.B82.0",82,27.7,"Car_bet","Alive",20,0.706,0.00021491,2.258957614,0.001411006,288.932881768221,86.6798645304662,375.612746298687
"276","P82.B83.0",82,15.9,"Car_bet","Alive",10.10000038,0.706,0.00021491,2.258957614,0.001411006,61.7295334341942,18.5188600302582,80.2483934644524
"277","P82.B84.0",82,17.4,"Car_bet","Alive",10.89999962,0.706,0.00021491,2.258957614,0.001411006,73.3304600862731,21.9991380258819,95.329598112155
"278","P82.B85.0",82,26.8,"Car_bet","Alive",17.5,0.706,0.00021491,2.258957614,0.001411006,213.694102203027,64.1082306609081,277.802332863935
"279","P82.B86.0",82,9.7,"Ace_pla","Alive",9.800000191,0.525,1.89756,0.97716,-2.94253,9.02355504578874,2.70706651373662,11.7306215595254
"280","P82.B87.0",82,41.8,"Que_rob","Alive",28.70000076,0.56,2.00333,0.85925,-2.86353,475.452042464182,142.635612739255,618.087655203437
"281","P82.B88.0",82,7,"Ace_pla","Alive",7.5,0.525,1.89756,0.97716,-2.94253,3.74137913948312,1.12241374184494,4.86379288132806
"282","P82.B89.0",82,8.6,"Ace_pla","Alive",12.30000019,0.525,1.89756,0.97716,-2.94253,8.9662570619106,2.68987711857318,11.6561341804838
"283","P82.B90.0",82,9.3,"Ace_pla","Alive",11.89999962,0.525,1.89756,0.97716,-2.94253,10.0709068405279,3.02127205215838,13.0921788926863
"284","P82.B91.0",82,36,"Que_rob","Dead",19.20000076,0.56,2.00333,0.85925,-2.86353,249.536851757128,74.8610555271383,324.397907284266
"285","P82.B92.0",82,10.2,"Ace_pla","Alive",11.30000019,0.525,1.89756,0.97716,-2.94253,11.4087509684824,3.42262529054472,14.8313762590271
"286","P82.B93.0",82,38.3,"Que_rob","Alive",22,0.56,2.00333,0.85925,-2.86353,317.553493956989,95.2660481870966,412.819542144085
"287","P82.B94.0",82,32.9,"Que_rob","Alive",24.5,0.56,2.00333,0.85925,-2.86353,256.894983331894,77.0684949995683,333.963478331463
"288","P82.B95.0",82,11,"Ace_pse","Alive",6.699999809,0.51,1.89756,0.97716,-2.94253,7.67460156635436,2.30238046990631,9.97698203626066
"289","P82.B96.0",82,36.9,"Que_rob","Alive",29.70000076,0.56,2.00333,0.85925,-2.86353,381.423569325695,114.427070797709,495.850640123404
"290","P82.B97.0",82,63.7,"Que_rob","Alive",31.39999962,0.56,2.00333,0.85925,-2.86353,1194.52172222868,358.356516668605,1552.87823889729
"291","P82.B98.0",82,22.8,"Car_bet","Alive",13.89999962,0.706,0.00021491,2.258957614,0.001411006,127.007434639349,38.1022303918048,165.109665031154
"292","P82.B99.0",82,15.4,"Ace_pla","Alive",11.39999962,0.525,1.89756,0.97716,-2.94253,25.1471961262465,7.54415883787394,32.6913549641204
"293","P82.B100.0",82,15.1,"Ulm_spe","Alive",10.39999962,0.508,1.94295,1.29229,-4.20064,14.4092723828485,4.32278171485455,18.7320540977031
"294","P82.B101.0",82,15.9,"Ace_pla","Alive",15.60000038,0.525,1.89756,0.97716,-2.94253,36.301902799326,10.8905708397978,47.1924736391237
"295","P82.B102.0",82,37.3,"Que_rob","Alive",27.39999962,0.56,2.00333,0.85925,-2.86353,363.671465906801,109.10143977204,472.772905678841
"296","P82.B103.0",82,33.9,"Car_bet","Alive",21,0.706,0.00021491,2.258957614,0.001411006,322.612766615921,96.7838299847763,419.396596600697
"297","P82.B104.0",82,68,"Fra_exc","Alive",32.90000153,0.56,1.95277,0.77206,-2.48079,1238.01865026937,371.405595080812,1609.42424535018
"298","P82.B105.0",82,21.8,"Car_bet","Alive",13.19999981,0.706,0.00021491,2.258957614,0.001411006,113.01393548309,33.904180644927,146.918116128017
"299","P82.B106.0",82,10.5,"Til_spe","Alive",6.199999809,0.422,1.94295,1.29229,-4.20064,3.02841315615038,0.908523946845113,3.93693710299549
"300","P82.B107.0",82,33.9,"Car_bet","Alive",24.10000038,0.706,0.00021491,2.258957614,0.001411006,440.313643638352,132.094093091505,572.407736729857
"301","P82.B108.0",82,8.3,"Ace_pse","Alive",9.100000381,0.51,1.89756,0.97716,-2.94253,6.06577395284354,1.81973218585306,7.88550613869661
"302","P82.B109.0",82,6.2,"Ace_pse","Alive",8.300000191,0.51,1.89756,0.97716,-2.94253,3.18742977354716,0.956228932064148,4.14365870561131
"303","P82.B110.0",82,13.8,"Ace_pse","Alive",8.800000191,0.51,1.89756,0.97716,-2.94253,15.4043418743923,4.62130256231768,20.0256444367099
"304","P82.B111.0",82,24.8,"Ulm_spe","Alive",4.900000095,0.508,1.94295,1.29229,-4.20064,14.2866430528859,4.28599291586577,18.5726359687517
"305","P82.B112.0",82,18.6,"Car_bet","Alive",12.69999981,0.706,0.00021491,2.258957614,0.001411006,103.570002629278,31.0710007887834,134.641003418061
"306","P82.B113.0",82,38.8,"Car_bet","Alive",26.29999924,0.706,0.00021491,2.258957614,0.001411006,536.385004777407,160.915501433222,697.300506210629
"307","P82.B114.0",82,49.9,"Car_bet","Alive",29.79999924,0.706,0.00021491,2.258957614,0.001411006,711.331955732089,213.399586719627,924.731542451715
"308","P82.B115.0",82,9.7,"Ulm_spe","Alive",6,0.508,1.94295,1.29229,-4.20064,2.99565653548674,0.898696960646023,3.89435349613276
"309","P82.B116.0",82,16.2,"Ulm_spe","Alive",9,0.508,1.94295,1.29229,-4.20064,13.7035171542236,4.11105514626709,17.8145723004907
"310","P82.B117.0",82,34.1,"Car_bet","Alive",20.20000076,0.706,0.00021491,2.258957614,0.001411006,295.514099873957,88.6542299621872,384.168329836145
"311","P82.B118.0",82,32.1,"Ace_pla","Alive",20.29999924,0.525,1.89756,0.97716,-2.94253,178.093931525366,53.4281794576098,231.522110982976
"312","P82.B119.0",82,10.4,"Ace_pse","Alive",8.100000381,0.51,1.89756,0.97716,-2.94253,8.30539929222461,2.49161978766738,10.797019079892
"313","P82.B120.0",82,10.5,"Ulm_spe","Alive",5.099999905,0.508,1.94295,1.29229,-4.20064,2.83238573732875,0.849715721198625,3.68210145852737
"314","P82.B121.0",82,9.6,"Ulm_spe","Alive",5.400000095,0.508,1.94295,1.29229,-4.20064,2.56221654802667,0.768664964408001,3.33088151243467
"315","P82.B122.0",82,12.7,"Ulm_spe","Alive",5.900000095,0.508,1.94295,1.29229,-4.20064,4.94819256683305,1.48445777004991,6.43265033688296
"316","P82.B123.0",82,28.4,"Car_bet","Alive",10.5,0.706,0.00021491,2.258957614,0.001411006,67.3986233924222,20.2195870177267,87.6182104101489
"317","P82.B43.1",82,7.2,"Til_spe","New Trees",7.5,0.422,1.94295,1.29229,-4.20064,1.86072687556884,0.558218062670651,2.41894493823949
"318","P82.B43.2",82,6.1,"Til_spe","New Trees",6.5,0.422,1.94295,1.29229,-4.20064,1.12065502032037,0.336196506096112,1.45685152641649
"319","P82.B48.1",82,7.5,"Car_bet","New Trees",10.6,0.706,0.00021491,2.258957614,0.001411006,68.8376287138914,20.6512886141674,89.4889173280589
"320","P82.B124.0",82,5.5,"Car_bet","New Trees",8.4,0.706,0.00021491,2.258957614,0.001411006,40.6988551853956,12.2096565556187,52.9085117410142
"321","P82.B125.0",82,6.6,"Til_spe","New Trees",7.9,0.422,1.94295,1.29229,-4.20064,1.6804397259482,0.504131917784461,2.18457164373266
"322","P82.B126.0",82,5.1,"Ace_pla","New Trees",7.3,0.525,1.89756,0.97716,-2.94253,1.99799339805584,0.599398019416751,2.59739141747259
"323","P82.B127.0",82,6.6,"Ace_pse","New Trees",10.6,0.51,1.89756,0.97716,-2.94253,4.55790387546039,1.36737116263812,5.92527503809851
"324","P82.B128.0",82,5.4,"Til_spe","New Trees",4.7,0.422,1.94295,1.29229,-4.20064,0.581628036567975,0.174488410970392,0.756116447538367
"325","P82.B128.1",82,5.5,"Til_spe","New Trees",5.6,0.422,1.94295,1.29229,-4.20064,0.755890921596756,0.226767276479027,0.982658198075782
"326","P82.B129.0",82,6.4,"Til_spe","New Trees",6.5,0.422,1.94295,1.29229,-4.20064,1.23021981690122,0.369065945070365,1.59928576197158
"327","P82.B130.0",82,5.5,"Til_spe","New Trees",5.5,0.422,1.94295,1.29229,-4.20064,0.738493239595154,0.221547971878546,0.9600412114737
"328","P82.B131.0",82,5.3,"Ulm_spe","New Trees",6.2,0.508,1.94295,1.29229,-4.20064,0.965780550421888,0.289734165126567,1.25551471554845
"329","P82.B132.0",82,5.1,"Car_bet","New Trees",8.3,0.706,0.00021491,2.258957614,0.001411006,39.6119178444456,11.8835753533337,51.4954931977793
