"","Tree_ID","PLOTID","DBH24","SP","Status","H24","Wood_Density","a","b","c","Carbon_Above","Carbon_Below","Carbon_Total","G1"
"221","P82.B29.0",82,5.3,"Ace_pse","1 - Nein",6.800000191,0.51,1.89756,0.97716,-2.94253,1.94802637380489,0.584407912141466,2.53243428594635,0.2875
"222","P82.B30.0",82,7.1,"Ulm_spe","1 - Nein",5,0.508,1.94295,1.29229,-4.20064,1.29083625088025,0.387250875264075,1.67808712614432,1.205
"223","P82.B31.0",82,29.7,"Que_rob","1 - Nein",24.79999924,0.56,2.00333,0.85925,-2.86353,211.480525113295,63.4441575339886,274.924682647284,0.304861111111111
"224","P82.B32.0",82,6.2,"Ace_pse","1 - Nein",4.5,0.51,1.89756,0.97716,-2.94253,1.75245714522175,0.525737143566524,2.27819428878827,0.2875
"225","P82.B33.0",82,5.3,"Ace_pse","1 - Nein",5.099999905,0.51,1.89756,0.97716,-2.94253,1.47065118320784,0.441195354962351,1.91184653817019,0.2875
"226","P82.B34.0",82,0,"Ace_pse","2 - zu THS",3.299999952,0.51,1.89756,0.97716,-2.94253,0,0,0,0.2875
"227","P82.B35.0",82,45.7,"Que_rob","1 - Nein",29.70000076,0.56,2.00333,0.85925,-2.86353,585.459040825957,175.637712247787,761.096753073743,0.304861111111111
"228","P82.B36.0",82,28.8,"Car_bet","1 - Nein",22.39999962,0.706,0.00021491,2.258957614,0.001411006,373.23470048844,111.970410146532,485.205110634973,0.34264705882353
"229","P82.B37.0",82,25.5,"Car_bet","1 - Nein",14.89999962,0.706,0.00021491,2.258957614,0.001411006,148.592079071091,44.5776237213273,193.169702792418,0.34264705882353
"230","P82.B38.0",82,28.9,"Car_bet","1 - Nein",21.10000038,0.706,0.00021491,2.258957614,0.001411006,326.082330189166,97.8246990567497,423.907029245916,0.34264705882353
"231","P82.B39.0",82,13,"Ulm_spe","1 - Nein",8.800000191,0.508,1.94295,1.29229,-4.20064,8.68017655239903,2.60405296571971,11.2842295181187,1.205
"232","P82.B40.0",82,10.8,"Ulm_spe","1 - Nein",5,0.508,1.94295,1.29229,-4.20064,2.9161471198174,0.874844135945219,3.79099125576261,1.205
"233","P82.B41.0",82,10.7,"Ulm_spe","1 - Nein",2.700000048,0.508,1.94295,1.29229,-4.20064,1.29162099980277,0.387486299940831,1.6791072997436,1.205
"234","P82.B42.0",82,22,"Car_bet","1 - Nein",6.900000095,0.706,0.00021491,2.258957614,0.001411006,26.1052829732311,7.83158489196932,33.9368678652004,0.34264705882353
"235","P82.B43.0",82,6.9,"Til_spe","1 - Nein",3.900000095,0.422,0.044,2.79,0,9.62476095572157,2.88742828671647,12.512189242438,0.508333333333333
"236","P82.B44.1",82,13.7,"Til_spe","1 - Nein",7.300000191,0.422,0.044,2.79,0,57.0291403705536,17.1087421111661,74.1378824817197,0.508333333333333
"237","P82.B44.2",82,9.4,"Til_spe","1 - Nein",5.599999905,0.422,0.044,2.79,0,26.771487916317,8.03144637489509,34.8029342912121,0.508333333333333
"238","P82.B46.0",82,21.4,"Car_bet","1 - Nein",13.60000038,0.706,0.00021491,2.258957614,0.001411006,120.897590542535,36.2692771627606,157.166867705296,0.34264705882353
"239","P82.B47.0",82,16,"Til_spe","1 - Nein",9.300000191,0.422,0.044,2.79,0,112.838950837153,33.8516852511458,146.690636088299,0.508333333333333
"240","P82.B48.0",82,9.6,"Car_bet","1 - Nein",7.599999905,0.706,0.00021491,2.258957614,0.001411006,32.4673624693622,9.74020874080867,42.2075712101709,0.34264705882353
"241","P82.B49.0",82,47.6,"Que_rob","1 - Nein",33.70000076,0.56,2.00333,0.85925,-2.86353,708.087527288663,212.426258186599,920.513785475262,0.304861111111111
"242","P82.B50.0",82,8.8,"Til_spe","1 - Nein",7.400000095,0.422,0.044,2.79,0,58.093034173411,17.4279102520233,75.5209444254343,0.508333333333333
"243","P82.B51.0",82,7.3,"Til_spe","1 - Nein",6.5,0.422,0.044,2.79,0,40.1258993798501,12.037769813955,52.1636691938052,0.508333333333333
"244","P82.B52.0",82,19.7,"Til_spe","1 - Nein",10.39999962,0.422,0.044,2.79,0,155.557084625987,46.6671253877961,202.224210013783,0.508333333333333
"245","P82.B53.1",82,0,"Ace_pse","4 - zu THL",9.899999619,0.51,1.89756,0.97716,-2.94253,0,0,0,0.2875
"246","P82.B53.2",82,10.3,"Ace_pse","1 - Nein",4.900000095,0.51,1.89756,0.97716,-2.94253,4.98993520284895,1.49698056085469,6.48691576370364,0.2875
"247","P82.B54.0",82,0,"Ace_pse","4 - zu THL",10.5,0.51,1.89756,0.97716,-2.94253,0,0,0,0.2875
"248","P82.B55.0",82,10.9,"Ace_pse","1 - Nein",8.5,0.51,1.89756,0.97716,-2.94253,9.51729465117586,2.85518839535276,12.3724830465286,0.2875
"249","P82.B56.0",82,8,"Til_spe","1 - Nein",7.099999905,0.422,0.044,2.79,0,51.541498987781,15.4624496963343,67.0039486841152,0.508333333333333
"250","P82.B57.0",82,12.6,"Til_spe","1 - Nein",8.300000191,0.422,0.044,2.79,0,81.2932560007454,24.3879768002236,105.681232800969,0.508333333333333
"251","P82.B58.0",82,12.6,"Ace_pse","1 - Nein",13.60000038,0.51,1.89756,0.97716,-2.94253,19.8340550982564,5.95021652947692,25.7842716277333,0.2875
"252","P82.B59.0",82,8.9,"Til_spe","1 - Nein",7.5,0.422,0.044,2.79,0,60.339873318374,18.1019619955122,78.4418353138861,0.508333333333333
"253","P82.B60.0",82,7.6,"Ace_pse","1 - Nein",6.599999905,0.51,1.89756,0.97716,-2.94253,3.74943369823073,1.12483010946922,4.87426380769995,0.2875
"254","P82.B61.0",82,11,"Til_spe","1 - Nein",8.899999619,0.422,0.044,2.79,0,98.1814979251568,29.454449377547,127.635947302704,0.508333333333333
"255","P82.B62.0",82,10,"Til_spe","1 - Nein",7.699999809,0.422,0.044,2.79,0,65.2708700896459,19.5812610268938,84.8521311165396,0.508333333333333
"256","P82.B63.0",82,6.4,"Til_spe","1 - Nein",5.099999905,0.422,0.044,2.79,0,20.2769670994282,6.08309012982845,26.3600572292566,0.508333333333333
"257","P82.B64.0",82,6.2,"Ace_pse","1 - Nein",8.199999809,0.51,1.89756,0.97716,-2.94253,3.14989879738952,0.944969639216856,4.09486843660638,0.2875
"258","P82.B65.0",82,13.8,"Til_spe","1 - Nein",9.100000381,0.422,0.044,2.79,0,105.509247106299,31.6527741318897,137.162021238189,0.508333333333333
"259","P82.B66.0",82,7.7,"Til_spe","1 - Nein",6,0.422,0.044,2.79,0,32.1705058174226,9.65115174522679,41.8216575626494,0.508333333333333
"260","P82.B67.0",82,5.4,"Til_spe","1 - Nein",5.400000095,0.422,0.044,2.79,0,23.6055566190473,7.08166698571418,30.6872236047615,0.508333333333333
"261","P82.B68.0",82,34.1,"Car_bet","1 - Nein",27.60000038,0.706,0.00021491,2.258957614,0.001411006,598.13237616512,179.439712849536,777.572089014656,0.34264705882353
"262","P82.B69.0",82,34.3,"Car_bet","1 - Nein",24.60000038,0.706,0.00021491,2.258957614,0.001411006,461.220675048283,138.366202514485,599.586877562768,0.34264705882353
"263","P82.B70.0",82,47.6,"Car_bet","1 - Nein",32.59999847,0.706,0.00021491,2.258957614,0.001411006,871.305105605699,261.39153168171,1132.69663728741,0.34264705882353
"264","P82.B71.0",82,8.4,"Ace_pla","1 - Nein",8.199999809,0.525,1.89756,0.97716,-2.94253,5.76966178398813,1.73089853519644,7.50056031918457,0.491666666666667
"265","P82.B72.0",82,5.2,"Ace_pse","1 - Nein",5.699999809,0.51,1.89756,0.97716,-2.94253,1.58129703529358,0.474389110588074,2.05568614588165,0.2875
"266","P82.B73.0",82,0,"Fra_exc","4 - zu THL",35.40000153,0.56,1.95277,0.77206,-2.48079,0,0,0,0.0562499999999999
"267","P82.B74.0",82,37.5,"Fra_exc","1 - Nein",25.79999924,0.56,1.95277,0.77206,-2.48079,320.973084804022,96.2919254412065,417.265010245228,0.0562499999999999
"268","P82.B75.0",82,42.7,"Car_bet","1 - Nein",33.79999924,0.706,0.00021491,2.258957614,0.001411006,945.41773638256,283.625320914768,1229.04305729733,0.34264705882353
"269","P82.B76.0",82,19.9,"Car_bet","1 - Nein",17.39999962,0.706,0.00021491,2.258957614,0.001411006,210.932080434742,63.2796241304227,274.211704565165,0.34264705882353
"270","P82.B77.0",82,33,"Car_bet","1 - Nein",23.5,0.706,0.00021491,2.258957614,0.001411006,415.935397375505,124.780619212652,540.716016588157,0.34264705882353
"271","P82.B78.0",82,31,"Car_bet","1 - Nein",21.89999962,0.706,0.00021491,2.258957614,0.001411006,354.684558899526,106.405367669858,461.089926569383,0.34264705882353
"272","P82.B79.0",82,20.1,"Car_bet","1 - Nein",13.39999962,0.706,0.00021491,2.258957614,0.001411006,116.916918166803,35.0750754500408,151.991993616843,0.34264705882353
"273","P82.B80.0",82,11.9,"Ace_pla","1 - Nein",11,0.525,1.89756,0.97716,-2.94253,14.8886317303898,4.46658951911694,19.3552212495068,0.491666666666667
"274","P82.B81.0",82,0,"Fra_exc","4 - zu THL",32,0.56,1.95277,0.77206,-2.48079,0,0,0,0.0562499999999999
"275","P82.B82.0",82,27.7,"Car_bet","1 - Nein",20,0.706,0.00021491,2.258957614,0.001411006,288.932881768221,86.6798645304662,375.612746298687,0.34264705882353
"276","P82.B83.0",82,15.9,"Car_bet","1 - Nein",10.10000038,0.706,0.00021491,2.258957614,0.001411006,61.7295334341942,18.5188600302582,80.2483934644524,0.34264705882353
"277","P82.B84.0",82,17.4,"Car_bet","1 - Nein",10.89999962,0.706,0.00021491,2.258957614,0.001411006,73.3304600862731,21.9991380258819,95.329598112155,0.34264705882353
"278","P82.B85.0",82,26.8,"Car_bet","1 - Nein",17.5,0.706,0.00021491,2.258957614,0.001411006,213.694102203027,64.1082306609081,277.802332863935,0.34264705882353
"279","P82.B86.0",82,9.7,"Ace_pla","1 - Nein",9.800000191,0.525,1.89756,0.97716,-2.94253,9.02355504578874,2.70706651373662,11.7306215595254,0.491666666666667
"280","P82.B87.0",82,41.8,"Que_rob","1 - Nein",28.70000076,0.56,2.00333,0.85925,-2.86353,475.452042464182,142.635612739255,618.087655203437,0.304861111111111
"281","P82.B88.0",82,7,"Ace_pla","1 - Nein",7.5,0.525,1.89756,0.97716,-2.94253,3.74137913948312,1.12241374184494,4.86379288132806,0.491666666666667
"282","P82.B89.0",82,8.6,"Ace_pla","1 - Nein",12.30000019,0.525,1.89756,0.97716,-2.94253,8.9662570619106,2.68987711857318,11.6561341804838,0.491666666666667
"283","P82.B90.0",82,9.3,"Ace_pla","1 - Nein",11.89999962,0.525,1.89756,0.97716,-2.94253,10.0709068405279,3.02127205215838,13.0921788926863,0.491666666666667
"284","P82.B91.0",82,0,"Que_rob","4 - zu THL",19.20000076,0.56,2.00333,0.85925,-2.86353,0,0,0,0.304861111111111
"285","P82.B92.0",82,10.2,"Ace_pla","1 - Nein",11.30000019,0.525,1.89756,0.97716,-2.94253,11.4087509684824,3.42262529054472,14.8313762590271,0.491666666666667
"286","P82.B93.0",82,38.3,"Que_rob","1 - Nein",22,0.56,2.00333,0.85925,-2.86353,317.553493956989,95.2660481870966,412.819542144085,0.304861111111111
"287","P82.B94.0",82,32.9,"Que_rob","1 - Nein",24.5,0.56,2.00333,0.85925,-2.86353,256.894983331894,77.0684949995683,333.963478331463,0.304861111111111
"288","P82.B95.0",82,11,"Ace_pse","1 - Nein",6.699999809,0.51,1.89756,0.97716,-2.94253,7.67460156635436,2.30238046990631,9.97698203626066,0.2875
"289","P82.B96.0",82,36.9,"Que_rob","1 - Nein",29.70000076,0.56,2.00333,0.85925,-2.86353,381.423569325695,114.427070797709,495.850640123404,0.304861111111111
"290","P82.B97.0",82,63.7,"Que_rob","1 - Nein",31.39999962,0.56,2.00333,0.85925,-2.86353,1194.52172222868,358.356516668605,1552.87823889729,0.304861111111111
"291","P82.B98.0",82,22.8,"Car_bet","1 - Nein",13.89999962,0.706,0.00021491,2.258957614,0.001411006,127.007434639349,38.1022303918048,165.109665031154,0.34264705882353
"292","P82.B99.0",82,15.4,"Ace_pla","1 - Nein",11.39999962,0.525,1.89756,0.97716,-2.94253,25.1471961262465,7.54415883787394,32.6913549641204,0.491666666666667
"293","P82.B100.0",82,15.1,"Ulm_spe","1 - Nein",10.39999962,0.508,1.94295,1.29229,-4.20064,14.4092723828485,4.32278171485455,18.7320540977031,1.205
"294","P82.B101.0",82,15.9,"Ace_pla","1 - Nein",15.60000038,0.525,1.89756,0.97716,-2.94253,36.301902799326,10.8905708397978,47.1924736391237,0.491666666666667
"295","P82.B102.0",82,37.3,"Que_rob","1 - Nein",27.39999962,0.56,2.00333,0.85925,-2.86353,363.671465906801,109.10143977204,472.772905678841,0.304861111111111
"296","P82.B103.0",82,33.9,"Car_bet","1 - Nein",21,0.706,0.00021491,2.258957614,0.001411006,322.612766615921,96.7838299847763,419.396596600697,0.34264705882353
"297","P82.B104.0",82,68,"Fra_exc","1 - Nein",32.90000153,0.56,1.95277,0.77206,-2.48079,1238.01865026937,371.405595080812,1609.42424535018,0.0562499999999999
"298","P82.B105.0",82,21.8,"Car_bet","1 - Nein",13.19999981,0.706,0.00021491,2.258957614,0.001411006,113.01393548309,33.904180644927,146.918116128017,0.34264705882353
"299","P82.B106.0",82,10.5,"Til_spe","1 - Nein",6.199999809,0.422,0.044,2.79,0,35.7367796577305,10.7210338973191,46.4578135550496,0.508333333333333
"300","P82.B107.0",82,33.9,"Car_bet","1 - Nein",24.10000038,0.706,0.00021491,2.258957614,0.001411006,440.313643638352,132.094093091505,572.407736729857,0.34264705882353
"301","P82.B108.0",82,8.3,"Ace_pse","1 - Nein",9.100000381,0.51,1.89756,0.97716,-2.94253,6.06577395284354,1.81973218585306,7.88550613869661,0.2875
"302","P82.B109.0",82,6.2,"Ace_pse","1 - Nein",8.300000191,0.51,1.89756,0.97716,-2.94253,3.18742977354716,0.956228932064148,4.14365870561131,0.2875
"303","P82.B110.0",82,13.8,"Ace_pse","1 - Nein",8.800000191,0.51,1.89756,0.97716,-2.94253,15.4043418743923,4.62130256231768,20.0256444367099,0.2875
"304","P82.B111.0",82,24.8,"Ulm_spe","1 - Nein",4.900000095,0.508,1.94295,1.29229,-4.20064,14.2866430528859,4.28599291586577,18.5726359687517,1.205
"305","P82.B112.0",82,18.6,"Car_bet","1 - Nein",12.69999981,0.706,0.00021491,2.258957614,0.001411006,103.570002629278,31.0710007887834,134.641003418061,0.34264705882353
"306","P82.B113.0",82,38.8,"Car_bet","1 - Nein",26.29999924,0.706,0.00021491,2.258957614,0.001411006,536.385004777407,160.915501433222,697.300506210629,0.34264705882353
"307","P82.B114.0",82,49.9,"Car_bet","1 - Nein",29.79999924,0.706,0.00021491,2.258957614,0.001411006,711.331955732089,213.399586719627,924.731542451715,0.34264705882353
"308","P82.B115.0",82,9.7,"Ulm_spe","1 - Nein",6,0.508,1.94295,1.29229,-4.20064,2.99565653548674,0.898696960646023,3.89435349613276,1.205
"309","P82.B116.0",82,16.2,"Ulm_spe","1 - Nein",9,0.508,1.94295,1.29229,-4.20064,13.7035171542236,4.11105514626709,17.8145723004907,1.205
"310","P82.B117.0",82,34.1,"Car_bet","1 - Nein",20.20000076,0.706,0.00021491,2.258957614,0.001411006,295.514099873957,88.6542299621872,384.168329836145,0.34264705882353
"311","P82.B118.0",82,32.1,"Ace_pla","1 - Nein",20.29999924,0.525,1.89756,0.97716,-2.94253,178.093931525366,53.4281794576098,231.522110982976,0.491666666666667
"312","P82.B119.0",82,10.4,"Ace_pse","1 - Nein",8.100000381,0.51,1.89756,0.97716,-2.94253,8.30539929222461,2.49161978766738,10.797019079892,0.2875
"313","P82.B120.0",82,10.5,"Ulm_spe","1 - Nein",5.099999905,0.508,1.94295,1.29229,-4.20064,2.83238573732875,0.849715721198625,3.68210145852737,1.205
"314","P82.B121.0",82,9.6,"Ulm_spe","1 - Nein",5.400000095,0.508,1.94295,1.29229,-4.20064,2.56221654802667,0.768664964408001,3.33088151243467,1.205
"315","P82.B122.0",82,12.7,"Ulm_spe","1 - Nein",5.900000095,0.508,1.94295,1.29229,-4.20064,4.94819256683305,1.48445777004991,6.43265033688296,1.205
"316","P82.B123.0",82,28.4,"Car_bet","1 - Nein",10.5,0.706,0.00021491,2.258957614,0.001411006,67.3986233924222,20.2195870177267,87.6182104101489,0.34264705882353
"317","P82.B43.1",82,7.2,"Til_spe","5 - BAUM Neu",7.5,0.422,0.044,2.79,0,59.7797182203372,17.9339154661012,77.7136336864383,0.508333333333333
"318","P82.B43.2",82,6.1,"Til_spe","5 - BAUM Neu",6.5,0.422,0.044,2.79,0,39.8100833324073,11.9430249997222,51.7531083321295,0.508333333333333
"319","P82.B48.1",82,7.5,"Car_bet","5 - BAUM Neu",10.6,0.706,0.00021491,2.258957614,0.001411006,68.8376287138914,20.6512886141674,89.4889173280589,0.34264705882353
"320","P82.B124.0",82,5.5,"Car_bet","5 - BAUM Neu",8.4,0.706,0.00021491,2.258957614,0.001411006,40.6988551853956,12.2096565556187,52.9085117410142,0.34264705882353
"321","P82.B125.0",82,6.6,"Til_spe","5 - BAUM Neu",7.9,0.422,0.044,2.79,0,68.841421073248,20.6524263219744,89.4938473952224,0.508333333333333
"322","P82.B126.0",82,5.1,"Ace_pla","5 - BAUM Neu",7.3,0.525,1.89756,0.97716,-2.94253,1.99799339805584,0.599398019416751,2.59739141747259,0.491666666666667
"323","P82.B127.0",82,6.6,"Ace_pse","5 - BAUM Neu",10.6,0.51,1.89756,0.97716,-2.94253,4.55790387546039,1.36737116263812,5.92527503809851,0.2875
"324","P82.B128.0",82,5.4,"Til_spe","5 - BAUM Neu",4.7,0.422,0.044,2.79,0,16.0246538836709,4.80739616510128,20.8320500487722,0.508333333333333
"325","P82.B128.1",82,5.5,"Til_spe","5 - BAUM Neu",5.6,0.422,0.044,2.79,0,26.1475415977176,7.84426247931528,33.9918040770329,0.508333333333333
"326","P82.B129.0",82,6.4,"Til_spe","5 - BAUM Neu",6.5,0.422,0.044,2.79,0,39.8942672611336,11.9682801783401,51.8625474394737,0.508333333333333
"327","P82.B130.0",82,5.5,"Til_spe","5 - BAUM Neu",5.5,0.422,0.044,2.79,0,24.8655557890107,7.4596667367032,32.3252225257139,0.508333333333333
"328","P82.B131.0",82,5.3,"Ulm_spe","5 - BAUM Neu",6.2,0.508,1.94295,1.29229,-4.20064,0.965780550421888,0.289734165126567,1.25551471554845,1.205
"329","P82.B132.0",82,5.1,"Car_bet","5 - BAUM Neu",8.3,0.706,0.00021491,2.258957614,0.001411006,39.6119178444456,11.8835753533337,51.4954931977793,0.34264705882353
